location_id,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,35.7,139.6875,40.0,32400,Asia/Tokyo,GMT+9
1,-18.875,47.5,1274.0,10800,Indian/Antananarivo,GMT+3
2,51.5,-0.120000124,23.0,3600,Europe/London,GMT+1
3,48.86,2.3399997,43.0,7200,Europe/Paris,GMT+2

location_id,time,rain (mm),temperature_2m (°C),relative_humidity_2m (%)
3,2025-07-03T22:00,21.4,0.00,55
3,2025-07-03T23:00,20.3,0.00,59
3,2025-07-04T00:00,19.2,0.00,63
3,2025-07-04T01:00,18.1,0.00,68
3,2025-07-04T02:00,17.1,0.00,72
3,2025-07-04T03:00,16.2,0.00,74
3,2025-07-04T04:00,15.4,0.00,76
3,2025-07-04T05:00,14.9,0.00,77
3,2025-07-04T06:00,14.6,0.00,78
3,2025-07-04T07:00,14.6,0.00,79
3,2025-07-04T08:00,15.2,0.00,76
3,2025-07-04T09:00,16.9,0.00,68
3,2025-07-04T10:00,19.3,0.00,58
3,2025-07-04T11:00,21.4,0.00,48
3,2025-07-04T12:00,22.9,0.00,40
3,2025-07-04T13:00,24.2,0.00,34
3,2025-07-04T14:00,25.2,0.00,29
3,2025-07-04T15:00,26.0,0.00,27
3,2025-07-04T16:00,26.5,0.00,28
3,2025-07-04T17:00,26.7,0.00,28
3,2025-07-04T18:00,26.6,0.00,28
3,2025-07-04T19:00,26.2,0.00,28
3,2025-07-04T20:00,25.5,0.00,29
3,2025-07-04T21:00,24.3,0.00,33
3,2025-07-04T22:00,22.8,0.00,37
3,2025-07-04T23:00,21.4,0.00,42
3,2025-07-05T00:00,20.3,0.00,45
3,2025-07-05T01:00,19.3,0.00,48
3,2025-07-05T02:00,18.4,0.00,52
3,2025-07-05T03:00,17.5,0.00,57
3,2025-07-05T04:00,16.6,0.00,62
3,2025-07-05T05:00,16.0,0.00,66
3,2025-07-05T06:00,16.0,0.00,67
3,2025-07-05T07:00,16.3,0.00,67
3,2025-07-05T08:00,16.5,0.00,66
3,2025-07-05T09:00,17.5,0.00,69
3,2025-07-05T10:00,19.9,0.00,58
3,2025-07-05T11:00,22.1,0.00,49
3,2025-07-05T12:00,23.6,0.00,43
3,2025-07-05T13:00,24.9,0.00,39
3,2025-07-05T14:00,25.8,0.00,36
3,2025-07-05T15:00,26.4,0.00,34
3,2025-07-05T16:00,26.6,0.00,34
3,2025-07-05T17:00,26.6,0.00,34
3,2025-07-05T18:00,26.5,0.00,34
3,2025-07-05T19:00,26.1,0.00,36
3,2025-07-05T20:00,25.6,0.00,38
3,2025-07-05T21:00,24.7,0.00,42
3,2025-07-05T22:00,23.7,0.00,48
3,2025-07-05T23:00,22.6,0.00,53
3,2025-07-06T00:00,21.5,0.00,59
3,2025-07-06T01:00,20.4,0.00,65
3,2025-07-06T02:00,19.2,0.00,69
3,2025-07-06T03:00,17.9,0.10,68
3,2025-07-06T04:00,16.5,0.10,66
3,2025-07-06T05:00,15.5,0.10,65
3,2025-07-06T06:00,15.0,0.30,69
3,2025-07-06T07:00,14.8,0.30,75
3,2025-07-06T08:00,14.9,0.30,79
3,2025-07-06T09:00,15.1,0.00,79
3,2025-07-06T10:00,15.5,0.00,77
3,2025-07-06T11:00,16.3,0.00,75
3,2025-07-06T12:00,17.7,0.00,73
3,2025-07-06T13:00,19.4,0.00,70
3,2025-07-06T14:00,21.1,0.00,65
3,2025-07-06T15:00,22.8,0.00,57
3,2025-07-06T16:00,24.4,0.00,48
3,2025-07-06T17:00,25.2,0.00,42
3,2025-07-06T18:00,24.6,0.00,43
3,2025-07-06T19:00,23.1,0.00,48
3,2025-07-06T20:00,21.7,0.00,54
3,2025-07-06T21:00,20.6,0.00,61
3,2025-07-06T22:00,19.4,0.00,68
3,2025-07-06T23:00,18.4,0.00,74
