ville,date,temp,humidity,weather
Paris,2025-07-09 00:00:00,17.34,47,Clear
Paris,2025-07-09 03:00:00,16.27,53,Clear
Tokyo,2025-07-04 06:00:00,32.69,57,Clouds
Tokyo,2025-07-04 09:00:00,31.38,60,Rain
Tokyo,2025-07-04 12:00:00,28.82,69,Rain
Tokyo,2025-07-04 15:00:00,26.96,77,Clouds
Tokyo,2025-07-04 18:00:00,27.39,74,Clouds
Tokyo,2025-07-04 21:00:00,27.35,74,Clouds
Tokyo,2025-07-05 00:00:00,29.84,63,Clouds
Tokyo,2025-07-05 03:00:00,30.54,59,Rain
Tokyo,2025-07-05 06:00:00,29.49,63,Rain
Tokyo,2025-07-05 09:00:00,28.79,64,Clouds
Tokyo,2025-07-05 12:00:00,27.81,71,Rain
Tokyo,2025-07-05 15:00:00,27.11,75,Rain
Tokyo,2025-07-05 18:00:00,26.91,70,Rain
Tokyo,2025-07-05 21:00:00,27.0,64,Clouds
Tokyo,2025-07-06 00:00:00,29.43,57,Clouds
Tokyo,2025-07-06 03:00:00,32.4,50,Clouds
Tokyo,2025-07-06 06:00:00,32.6,49,Clouds
Tokyo,2025-07-06 09:00:00,30.78,56,Clouds
Tokyo,2025-07-06 12:00:00,28.34,66,Clouds
Tokyo,2025-07-06 15:00:00,27.32,69,Clouds
Tokyo,2025-07-06 18:00:00,26.6,71,Clouds
Tokyo,2025-07-06 21:00:00,26.71,70,Clear
Tokyo,2025-07-07 00:00:00,29.48,54,Clear
Tokyo,2025-07-07 03:00:00,32.81,44,Clear
Tokyo,2025-07-07 06:00:00,34.33,42,Clear
Tokyo,2025-07-07 09:00:00,31.08,55,Clouds
Tokyo,2025-07-07 12:00:00,29.21,60,Clouds
Tokyo,2025-07-07 15:00:00,27.9,64,Clouds
Tokyo,2025-07-07 18:00:00,26.86,68,Clear
Tokyo,2025-07-07 21:00:00,26.54,69,Clear
Tokyo,2025-07-08 00:00:00,29.13,58,Clear
Tokyo,2025-07-08 03:00:00,32.35,48,Clear
Tokyo,2025-07-08 06:00:00,33.09,47,Clear
Tokyo,2025-07-08 09:00:00,30.17,55,Clear
Tokyo,2025-07-08 12:00:00,28.04,64,Clear
Tokyo,2025-07-08 15:00:00,27.17,71,Clear
Tokyo,2025-07-08 18:00:00,26.91,73,Clouds
Tokyo,2025-07-08 21:00:00,27.1,72,Clouds
Tokyo,2025-07-09 00:00:00,30.17,58,Clear
Tokyo,2025-07-09 03:00:00,32.62,49,Clear
London,2025-07-04 06:00:00,15.04,69,Clouds
London,2025-07-04 09:00:00,16.71,62,Clouds
London,2025-07-04 12:00:00,21.18,43,Clouds
London,2025-07-04 15:00:00,25.25,25,Clouds
London,2025-07-04 18:00:00,22.77,26,Clouds
London,2025-07-04 21:00:00,19.98,41,Clouds
London,2025-07-05 00:00:00,17.98,49,Clouds
London,2025-07-05 03:00:00,16.43,57,Clouds
London,2025-07-05 06:00:00,16.33,65,Clouds
London,2025-07-05 09:00:00,14.83,90,Rain
London,2025-07-05 12:00:00,16.13,87,Rain
London,2025-07-05 15:00:00,16.57,91,Rain
London,2025-07-05 18:00:00,16.64,92,Clouds
London,2025-07-05 21:00:00,16.94,90,Rain
London,2025-07-06 00:00:00,16.27,87,Clouds
London,2025-07-06 03:00:00,14.77,92,Clouds
London,2025-07-06 06:00:00,15.67,81,Clouds
London,2025-07-06 09:00:00,16.47,81,Rain
London,2025-07-06 12:00:00,18.71,51,Rain
London,2025-07-06 15:00:00,19.93,44,Clouds
London,2025-07-06 18:00:00,18.85,54,Clouds
London,2025-07-06 21:00:00,17.46,57,Clouds
London,2025-07-07 00:00:00,16.1,57,Clouds
London,2025-07-07 03:00:00,14.07,70,Clouds
London,2025-07-07 06:00:00,13.86,69,Clouds
London,2025-07-07 09:00:00,14.53,73,Clouds
London,2025-07-07 12:00:00,15.96,74,Rain
London,2025-07-07 15:00:00,18.7,54,Rain
London,2025-07-07 18:00:00,17.46,52,Clouds
London,2025-07-07 21:00:00,16.41,50,Clouds
London,2025-07-08 00:00:00,14.58,65,Clouds
London,2025-07-08 03:00:00,12.73,77,Clear
London,2025-07-08 06:00:00,13.92,69,Clear
London,2025-07-08 09:00:00,19.15,45,Clouds
London,2025-07-08 12:00:00,23.01,32,Clouds
London,2025-07-08 15:00:00,25.26,25,Clouds
London,2025-07-08 18:00:00,24.76,25,Clear
London,2025-07-08 21:00:00,20.97,37,Clear
London,2025-07-09 00:00:00,17.52,50,Clear
London,2025-07-09 03:00:00,15.27,59,Clouds
